"date","name","amount","status","category","parent category","excluded","tags","type","account","account mask","note","recurring"
"2024-05-04","Seamless","49.38","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-04","NYCT Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-05","Venmo - Uber Split","57.85","posted","Venmo Social","","false","","regular","Venmo","","",""
"2024-05-05","Maison Premiere","83.93","posted","Bars","Food & Drink","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-05","ClassPass","14.99","posted","Subscriptions","","false","","regular","Chase Checking (5567)","","",""
"2024-05-05","Ruby's Cafe","39.93","posted","Brunch","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-05","MTA*NYCT Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-05","AMC Theatres","52.1","posted","Entertainment","","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-05","The Met","21.44","posted","Entertainment","","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-06","Birch Coffee","3.56","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-06","Sugarfish","23.7","posted","Restaurants","Food & Drink","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-07","Joe Coffee","3.56","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-07","Venmo - Uber Split","31.29","posted","Venmo Social","","false","","regular","Venmo","","",""
"2024-05-07","NYCT Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-08","Spotify","12.99","posted","Subscriptions","","false","","regular","Chase Checking (5567)","","",""
"2024-05-08","Netflix","15.49","posted","Subscriptions","","false","","regular","Chase Checking (5567)","","",""
"2024-05-08","NYCT Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-09","Chase CC Payment - Sapphire Reserve","2633.04","posted","Credit Card Payment","","true","","internal transfer","Chase Checking (5567)","","",""
"2024-05-09","Uber Eats","66.27","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-09","DoorDash","17.41","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-09","Uber Eats","23.82","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-09","DoorDash","18.76","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-10","DoorDash","19.39","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-10","PATH Tapp Paygo","3.0","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-10","Devocion","5.69","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-10","DoorDash","20.63","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-11","Whole Foods Market","42.64","posted","Groceries","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-11","DoorDash","33.56","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-11","NYCT Paygo","3.0","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-11","Ruby's Cafe","34.15","posted","Brunch","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-11","Grubhub","13.16","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-11","Bubby's","45.67","posted","Brunch","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-11","Heyday Facial","27.84","posted","Personal Care","Personal Care","false","","regular","Amex Gold (3012)","","",""
"2024-05-12","DoorDash","21.9","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-12","TJ Maxx","17.06","posted","General Shopping","Shopping","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-13","Gristedes","16.9","posted","Groceries","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-13","Via","16.78","posted","Rideshare","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-13","Flat Iron","49.52","posted","London Expenses","","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-14","Devocion","6.78","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-14","NYCT Paygo","2.75","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-14","NYCT Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-14","MTA*NYCT Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-14","DoorDash","22.48","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-14","Uber Eats","19.2","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-14","CVS Pharmacy","15.84","posted","Healthcare","","false","","regular","Chase Checking (5567)","","",""
"2024-05-14","Uber Eats","24.87","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-14","Grubhub","18.63","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-15","Seamless","32.67","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-16","MTA*NYCT Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-17","Equinox+","266.71","posted","Gym Membership","","false","","regular","Chase Checking (5567)","","",""
"2024-05-17","MTA*NYCT Paygo","3.0","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-17","Transfer to Marcus Savings","1530.07","posted","Savings Transfer","","true","","internal transfer","Chase Checking (5567)","","",""
"2024-05-17","ADP Payroll - Direct Deposit","-4749.47","posted","Income","","true","","income","Chase Checking (5567)","","",""
"2024-05-17","Estela","36.0","posted","Restaurants","Food & Drink","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-17","Grubhub","22.37","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-18","Seamless","41.59","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-18","PATH Tapp Paygo","3.0","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-18","DoorDash","11.87","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-19","TJ Maxx","40.12","posted","General Shopping","Shopping","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-20","Blue Bottle Coffee","13.15","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-20","Chase CC Payment - Sapphire Reserve","2273.97","posted","Credit Card Payment","","true","","internal transfer","Chase Checking (5567)","","",""
"2024-05-20","Starbucks","5.48","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-20","MTA*NYCT Paygo","2.75","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-21","Clinton St. Baking","27.78","posted","Brunch","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-21","DoorDash","13.09","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-21","DoorDash","25.7","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-21","Bubby's","39.62","posted","Brunch","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-22","Starbucks","3.78","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-23","Seamless","28.97","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-23","DoorDash","53.39","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-23","Seamless","12.11","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-23","Whole Foods Market","33.13","posted","Groceries","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-24","Caviar","13.13","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-24","NYCT Paygo","3.0","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-24","Joe Coffee","16.72","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-24","Unknown","3200.0","posted","Rent","","false","","regular","Chase Checking (5567)","","",""
"2024-05-25","Two Hands","91.01","posted","Brunch","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-25","Uber","60.87","posted","Rideshare","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-25","West Elm","28.13","posted","General Shopping","Shopping","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-25","MTA*NYCT Paygo","2.75","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-26","DoorDash","17.13","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-26","Lululemon","15.07","posted","General Shopping","Shopping","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-26","Joe Coffee","22.4","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-26","Patent Pending","25.19","posted","Bars","Food & Drink","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-27","DoorDash","23.68","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-27","MTA*NYCT Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-27","PATH Tapp Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-27","Trader Joe's","39.38","posted","Groceries","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-27","Seamless","46.98","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-27","DoorDash","32.44","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-27","Amex Payment - Gold Card","2099.74","posted","Credit Card Payment","","true","","internal transfer","Chase Checking (5567)","","",""
"2024-05-28","MTA*NYCT Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-28","NYCT Paygo","3.0","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-28","DoorDash","16.86","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-28","DoorDash","28.91","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-28","Marcus by Goldman Sachs - Interest","-61.33","posted","Interest Income","","true","","income","Marcus Savings (8841)","","",""
"2024-05-28","Uber Eats","30.15","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-28","Zara","47.97","posted","Clothing","Shopping","false","","regular","Amex Gold (3012)","","",""
"2024-05-29","DoorDash","9.34","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-29","Trader Joe's","35.11","posted","Groceries","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-30","MTA*NYCT Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-30","NYCT Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-05-30","DoorDash","39.11","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-30","Gregory's Coffee","5.52","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-31","Transfer to Marcus Savings","1677.61","posted","Savings Transfer","","true","","internal transfer","Chase Checking (5567)","","",""
"2024-05-31","ADP Payroll - Direct Deposit","-4787.43","posted","Income","","true","","income","Chase Checking (5567)","","",""
"2024-05-31","Unknown","3200.0","posted","Rent","","false","","regular","Chase Checking (5567)","","",""
"2024-05-31","DoorDash","41.86","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-31","DoorDash","14.02","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-05-31","Nike","8.77","posted","General Shopping","Shopping","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-01","Bar Goto","18.67","posted","Bars","Food & Drink","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-01","Apple One","17.99","posted","Subscriptions","","false","","regular","Chase Checking (5567)","","",""
"2024-06-01","Joe Coffee","15.89","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-01","DoorDash","42.05","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-01","DoorDash","26.62","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-01","Whole Foods Market","26.63","posted","Groceries","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-01","DoorDash","32.13","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-01","DoorDash","47.56","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-01","ClassPass","14.99","posted","Subscriptions","","false","","regular","Chase Checking (5567)","","",""
"2024-06-01","Zelle - Landlord","3206.25","posted","Rent","","false","","regular","Chase Checking (5567)","","",""
"2024-06-01","Clinton St. Baking","25.81","posted","Brunch","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-02","Café Mogador","20.58","posted","Brunch","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-02","Café Mogador","50.57","posted","Brunch","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-02","Netflix","15.49","posted","Subscriptions","","false","","regular","Chase Checking (5567)","","",""
"2024-06-02","Gramercy Tavern","44.55","posted","Restaurants","Food & Drink","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-02","Spotify","12.99","posted","Subscriptions","","false","","regular","Chase Checking (5567)","","",""
"2024-06-02","Uber Eats","28.81","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-03","PATH Tapp Paygo","3.0","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-03","La Colombe","6.78","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-04","PATH Tapp Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-05","iCloud Storage","9.99","posted","Subscriptions","","false","","regular","Chase Checking (5567)","","",""
"2024-06-05","Chase CC Payment - Sapphire Reserve","1502.46","posted","Credit Card Payment","","true","","internal transfer","Chase Checking (5567)","","",""
"2024-06-06","PATH Tapp Paygo","3.0","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-06","Venmo - Uber Split","54.05","posted","Venmo Social","","false","","regular","Venmo","","",""
"2024-06-06","Starbucks","3.03","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-06","MTA*NYCT Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-06","NYCT Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-06","Abraço","7.11","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-07","Blue Bottle Coffee","5.35","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-07","DoorDash","13.17","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-07","Starbucks","5.37","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-07","Venmo - Brunch Split","15.34","posted","Venmo Social","","false","","regular","Venmo","","",""
"2024-06-07","Y7 Studio","29.05","posted","Fitness Classes","","false","","regular","Chase Checking (5567)","","",""
"2024-06-07","Sugarfish","23.79","posted","Restaurants","Food & Drink","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-07","DoorDash","40.19","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-07","DoorDash","8.59","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-08","Uber Eats","15.97","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-08","Caviar","91.14","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-08","Venmo - Friend Split","9.26","posted","Venmo Social","","false","","regular","Venmo","","",""
"2024-06-09","Bar Goto","19.28","posted","Bars","Food & Drink","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-09","Venmo - Brunch Split","25.44","posted","Venmo Social","","false","","regular","Venmo","","",""
"2024-06-09","Olmsted","42.24","posted","Restaurants","Food & Drink","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-09","Patent Pending","56.52","posted","Bars","Food & Drink","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-09","Grubhub","16.97","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-10","Gregory's Coffee","4.07","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-10","Seamless","58.29","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-10","Caviar","26.61","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-10","Lyft","14.91","posted","Rideshare","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-10","MTA*NYCT Paygo","3.0","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-10","DoorDash","38.3","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-11","Uber","5.16","posted","Rideshare","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-11","MTA*NYCT Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-11","DoorDash","8.36","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-12","La Colombe","10.11","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-12","DoorDash","30.44","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-12","DoorDash","40.17","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-12","DoorDash","43.37","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-12","Starbucks","6.68","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-12","Uber","21.77","posted","Rideshare","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-12","Trader Joe's","25.24","posted","Groceries","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-13","Abraço","3.08","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-13","Blue Bottle Coffee","4.88","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-13","NYCT Paygo","2.75","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-13","NYCT Paygo","3.0","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-14","Transfer to Marcus Savings","1540.13","posted","Savings Transfer","","true","","internal transfer","Chase Checking (5567)","","",""
"2024-06-14","Blue Bottle Coffee","15.76","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-14","DoorDash","21.95","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-14","DoorDash","87.79","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-14","Blue Bottle Coffee","6.78","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-14","ADP Payroll - Direct Deposit","-4847.65","posted","Income","","true","","income","Chase Checking (5567)","","",""
"2024-06-15","Chase CC Payment - Sapphire Reserve","2253.53","posted","Credit Card Payment","","true","","internal transfer","Chase Checking (5567)","","",""
"2024-06-15","Sephora","31.08","posted","General Shopping","Shopping","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-15","The Met","14.89","posted","Entertainment","","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-16","Diamond Reef","18.41","posted","Bars","Food & Drink","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-16","Devocion","12.96","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-17","NYCT Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-17","NYCT Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-17","DoorDash","5.27","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-17","Equinox+","269.22","posted","Gym Membership","","false","","regular","Chase Checking (5567)","","",""
"2024-06-17","Venmo - Uber Split","33.79","posted","Venmo Social","","false","","regular","Venmo","","",""
"2024-06-17","DoorDash","50.27","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-17","Whole Foods Market","20.19","posted","Groceries","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-18","MTA*NYCT Paygo","2.75","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-18","Altro Paradiso","66.3","posted","Restaurants","Food & Drink","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-18","NYCT Paygo","3.0","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-19","DoorDash","30.39","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-19","Dhamaka","125.75","posted","Restaurants","Food & Drink","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-19","Blue Bottle Coffee","3.51","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-19","Equinox+","241.67","posted","Gym Membership","","false","","regular","Chase Checking (5567)","","",""
"2024-06-20","Uber Eats","16.17","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-20","NYCT Paygo","3.0","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-20","Devocion","3.79","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-20","MTA*NYCT Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-20","Laser Wolf","30.0","posted","Restaurants","Food & Drink","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-21","Uber Eats","20.98","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-21","Abraço","3.57","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-21","DoorDash","27.43","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-21","MTA*NYCT Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-21","Glamsquad","134.11","posted","Personal Care","Personal Care","false","","regular","Amex Gold (3012)","","",""
"2024-06-22","Seamless","29.32","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-22","Whole Foods Market","11.46","posted","Groceries","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-23","The Met","33.26","posted","Entertainment","","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-23","Altro Paradiso","17.39","posted","Restaurants","Food & Drink","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-24","Starbucks","5.41","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-24","Sketch London","14.05","posted","London Expenses","","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-24","Grubhub","54.92","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-24","DoorDash","19.33","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-24","PATH Tapp Paygo","3.0","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-25","NYCT Paygo","2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-25","La Colombe","5.87","posted","Cafés","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-25","DoorDash","43.18","posted","Food Delivery","Food & Drink","false","","regular","Amex Gold (3012)","","",""
"2024-06-25","NYCT Paygo - Refund","-2.9","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
"2024-06-26","Amex Payment - Gold Card","3841.42","posted","Credit Card Payment","","true","","internal transfer","Chase Checking (5567)","","",""
"2024-06-26","NYCT Paygo","3.0","posted","Transit","Car & Transport","false","","regular","Chase Sapphire Reserve (9234)","","",""
